20.6,20.0
19.9,19.8
19.6,19.9
19.8,20.0
20.2,20.2
19.2,20.3
19.8,20.3
19.3,20.2
19.7,19.5
20.0,19.9
19.4,19.9
19.3,19.5
19.6,20.4
19.1,19.8
20.6,20.6
20.4,19.4
20.2,19.6
20.2,19.2
20.0,19.8
19.5,20.0
20.1,19.7
20.7,20.4
20.0,20.2
19.5,20.0
19.9,20.0
20.1,20.2
19.9,20.3
19.9,20.1
20.2,19.7
19.9,20.3
19.8,20.0
19.1,19.5
19.9,20.3
19.9,20.1
19.4,19.6
20.3,19.2
19.9,19.9
20.0,19.7
19.9,20.0
19.8,20.2
20.0,20.2
19.9,20.0
20.6,20.3
20.0,19.4
20.0,19.5
20.1,20.5
19.6,20.0
19.9,20.0
19.4,20.6
19.7,20.0
20.4,19.3
20.0,19.6
20.8,19.9
20.2,20.2
20.1,19.8
20.0,19.9
20.1,20.7
19.1,20.1
20.6,20.7
20.4,20.7
20.1,20.0
19.9,20.2
19.8,19.9
20.4,20.8
20.4,20.6
20.0,19.7
19.1,20.3
20.0,20.0
19.8,19.7
20.5,19.3
19.4,20.1
19.8,20.4
20.1,19.8
20.0,20.1
19.9,20.0
20.5,20.7
20.0,19.8
19.8,20.0
19.9,19.9
20.0,20.1
20.3,19.7
20.0,20.3
19.4,19.4
20.1,20.3
19.6,19.6
20.0,19.9
19.0,20.2
19.7,20.2
20.7,20.1
19.9,20.2
19.7,20.4
20.1,20.6
20.0,19.2
20.8,20.3
20.0,20.2
19.9,19.9
19.8,19.4
19.4,19.6
20.1,19.8
19.6,20.8
20.0,19.6
20.2,20.6
20.0,20.3
19.4,20.0
19.7,20.5
20.5,20.4
20.1,20.2
19.5,19.1
20.1,20.9
19.6,20.4
19.6,20.9
20.0,19.1
19.8,19.6
20.0,19.3
20.8,20.3
20.1,20.6
20.0,20.0
20.8,20.3
20.6,20.5
20.0,19.9
20.3,19.3
20.0,19.1
20.5,19.7
20.0,19.3
19.9,19.9
19.7,19.9
20.9,19.7
19.9,19.4
20.1,19.8
19.9,20.0
20.3,19.7
19.7,20.1
20.0,20.0
20.9,20.1
20.2,20.8
19.2,19.4
20.3,19.5
19.9,19.8
19.2,19.7
20.2,20.3
20.0,19.9
20.1,20.2
20.2,20.5
20.2,20.2
20.7,19.8
20.3,20.8
19.3,19.9
19.5,20.5
19.7,20.4
20.0,20.8
20.5,19.7
19.7,19.8
20.5,20.3
19.6,20.0
20.0,19.9
20.1,19.8
20.0,19.9
20.0,19.3
20.0,20.0
20.5,19.8
19.7,20.0
20.7,20.1
20.0,19.8
20.7,20.2
20.4,19.9
19.4,20.7
19.5,20.4
20.2,19.6
19.6,20.3
20.5,19.8
19.8,20.6
19.8,20.7
20.6,19.8
19.7,19.9
20.2,19.6
19.2,20.2
20.0,20.0
19.9,19.8
19.5,20.7
20.0,19.9
19.5,20.4
20.4,20.0
19.9,20.0
20.4,20.2
20.7,20.0
19.9,19.7
20.3,20.2
19.6,19.7
19.9,19.2
19.7,20.2
19.4,19.4
20.3,20.2
20.5,19.2
19.0,19.8
19.5,19.7
19.6,20.4
