14.6,22.8
15.6,20.2
13.2,23.3
15.4,22.8
13.0,22.1
13.0,21.5
13.8,22.4
15.8,22.1
14.9,20.5
13.8,20.7
15.6,21.1
15.4,21.4
15.4,20.9
15.6,23.7
14.1,22.0
14.9,21.1
15.1,21.8
15.7,23.5
14.5,22.2
13.1,22.8
15.0,22.7
14.4,21.4
13.2,20.3
15.8,20.2
14.5,23.4
15.9,21.9
15.1,23.4
13.5,22.1
14.2,23.1
14.4,22.3
15.8,22.8
15.3,22.4
15.5,21.4
14.9,23.4
14.9,23.9
15.2,22.7
13.8,20.2
15.9,22.5
15.1,22.2
14.6,20.6
14.5,20.6
15.4,23.9
15.7,23.8
14.3,22.6
13.1,22.5
15.4,20.4
15.0,20.0
15.7,23.2
15.8,23.5
14.3,23.0
15.8,20.2
15.1,20.3
14.9,23.9
14.7,22.3
15.3,22.4
15.7,23.0
13.3,20.3
14.9,21.3
15.6,22.5
15.6,20.7
13.0,22.0
15.1,21.4
13.6,21.8
15.9,22.4
14.0,22.5
15.9,23.0
13.4,23.2
13.6,23.0
15.2,23.9
15.2,22.2
15.6,22.5
13.0,23.8
15.3,23.6
14.8,20.3
13.0,22.5
15.0,22.1
15.3,21.8
14.8,22.5
15.6,20.8
15.5,21.6
15.3,21.7
14.9,21.8
13.4,23.2
14.4,20.8
15.0,21.3
15.8,23.1
14.9,20.6
15.0,22.0
13.4,22.2
14.6,23.0
15.8,20.5
15.3,23.0
14.3,21.8
15.8,22.6
13.0,23.9
13.5,23.9
14.7,23.4
14.8,20.3
13.1,23.5
14.7,23.6
15.0,23.2
15.1,20.7
14.1,23.1
13.4,22.1
15.8,23.6
14.2,20.2
15.0,22.8
13.1,20.8
14.6,21.0
13.5,23.6
13.4,23.4
13.4,23.7
13.4,22.8
13.1,22.8
13.8,23.9
13.7,20.1
13.6,22.5
14.6,20.2
15.8,22.6
13.7,22.8
15.3,23.0
15.6,21.6
14.0,21.0
15.8,20.0
13.6,21.9
13.7,22.7
14.1,23.8
14.8,20.9
13.4,20.8
14.1,20.9
13.8,22.4
15.1,22.0
15.0,20.9
14.3,22.2
15.2,23.0
14.7,23.4
13.5,22.0
13.4,23.7
14.6,20.8
13.7,23.1
15.9,23.6
13.5,23.0
14.8,23.5
14.8,23.6
15.7,20.7
13.7,20.4
15.8,20.0
15.1,21.7
14.1,22.4
14.3,21.5
15.3,20.0
15.3,21.7
13.7,22.8
15.7,21.0
15.5,22.5
13.7,20.7
14.7,23.9
14.3,21.5
13.8,23.6
15.3,21.5
14.3,22.9
15.7,20.2
13.4,22.5
14.4,22.7
14.7,22.8
13.9,20.9
13.8,20.3
15.9,22.2
15.6,23.9
15.6,23.6
15.5,21.6
15.4,21.8
13.5,23.5
14.1,23.3
14.3,20.2
15.3,22.3
14.3,23.9
14.6,20.9
14.7,20.6
13.4,23.8
15.4,20.3
14.1,21.9
14.8,20.3
13.3,23.3
14.0,22.3
13.9,23.1
15.9,20.6
15.7,23.4
13.9,21.4
15.6,22.2
13.1,21.9
14.4,22.4
13.7,21.4
15.5,21.2
15.4,20.1
13.3,20.7
14.1,23.5
14.7,20.5
15.4,22.8
14.0,21.9
13.9,20.6
13.8,21.8
14.9,21.0
13.2,20.5
13.4,20.2
15.0,22.7
13.0,21.9
14.9,23.6
13.0,23.9
15.5,23.8
13.7,20.3
14.1,21.2
13.3,23.0
14.5,22.3
13.4,20.1
13.2,20.2
15.4,22.3
14.0,22.5
14.6,23.7
14.3,20.5
14.2,23.0
13.7,21.9
14.2,21.6
15.0,22.6
13.6,20.7
23.8,23.1
23.1,20.1
23.0,23.3
22.1,21.9
23.5,23.1
24.9,23.9
24.3,23.6
23.1,20.8
22.2,23.4
24.5,22.0
22.3,20.0
24.4,23.1
22.7,21.1
24.9,22.5
22.3,22.3
22.3,20.4
23.6,20.0
24.7,23.7
24.7,22.6
24.8,23.7
22.0,20.2
22.0,23.2
23.0,22.3
22.6,22.7
22.0,22.2
24.0,21.3
22.6,21.7
22.5,20.5
22.8,22.8
23.1,22.4
23.9,23.0
23.4,22.2
22.1,20.3
24.3,21.5
23.5,20.1
22.0,23.3
24.1,21.7
22.1,21.1
22.1,22.7
24.6,21.8
24.3,20.0
24.2,22.2
22.9,22.6
24.6,21.5
22.0,23.7
22.7,23.5
23.8,20.7
23.7,23.7
23.8,20.4
24.8,23.5
22.5,20.9
23.4,21.0
23.9,22.8
23.0,23.0
23.1,21.3
24.8,21.8
24.5,20.0
23.4,20.5
22.4,23.2
23.1,22.8
23.9,21.6
23.1,22.1
23.7,21.2
22.7,22.1
23.0,21.7
24.8,20.5
24.0,22.9
23.8,23.1
23.0,23.2
24.8,20.7
23.1,23.1
24.9,20.9
24.7,23.4
22.0,20.1
22.3,21.3
22.1,23.0
23.5,21.0
22.0,20.4
24.3,23.7
23.5,23.6
24.4,23.9
24.4,20.3
24.3,21.9
23.7,21.7
23.2,20.9
23.0,21.5
22.7,20.5
22.6,23.7
22.1,23.4
24.1,20.2
22.9,20.4
24.0,22.5
23.8,23.2
23.5,20.6
22.5,22.1
24.4,22.1
23.3,20.7
24.1,21.9
23.6,21.4
24.3,22.8
22.9,21.2
24.8,23.7
24.4,23.8
24.8,20.2
24.1,20.3
24.3,20.6
23.5,20.3
24.0,21.1
22.5,21.0
24.6,23.0
22.4,20.6
24.5,20.8
24.7,21.6
22.1,20.2
24.9,21.3
22.6,22.4
24.5,23.9
23.8,23.2
23.6,20.8
23.1,20.3
24.9,20.3
22.0,21.3
24.2,20.0
22.6,22.5
24.2,20.7
24.3,20.2
22.8,22.5
24.9,22.3
22.5,20.3
22.3,20.0
22.9,22.8
24.6,20.2
24.4,22.7
24.6,21.0
22.2,20.5
22.1,22.6
23.0,20.9
22.0,23.6
24.2,23.2
23.3,20.8
22.7,21.8
23.3,21.8
24.4,23.4
23.7,22.9
23.7,21.4
24.5,21.2
23.5,20.9
24.1,22.8
24.4,22.4
23.9,21.9
22.8,20.5
23.2,22.4
23.3,23.6
24.2,22.2
23.7,20.8
23.8,22.0
24.5,22.0
23.3,23.9
24.2,21.9
22.6,20.6
23.4,22.0
22.9,21.3
24.0,22.9
23.7,21.0
24.8,22.9
24.2,23.3
23.9,23.5
22.4,23.4
22.1,20.1
22.5,21.1
22.9,21.6
22.8,22.2
22.2,21.1
24.6,23.2
22.4,20.4
24.6,21.1
23.3,23.1
24.2,23.8
24.8,22.1
23.8,21.1
24.6,23.8
22.0,21.5
23.6,21.6
23.6,22.8
22.5,22.0
24.6,21.9
23.8,21.1
23.2,22.6
23.0,20.4
23.1,22.2
22.8,20.6
22.5,20.8
22.3,23.0
24.5,22.7
22.1,20.5
22.8,23.2
23.0,20.4
23.4,23.5
23.6,21.9
23.1,23.8
22.9,22.1
24.1,22.4
23.6,23.4
22.2,22.5
24.5,23.0
22.9,20.2
24.2,20.0
24.3,21.3
22.1,21.8
24.1,22.0
23.3,23.5
24.3,23.1
24.0,23.8
23.2,23.9
22.2,22.2
24.6,23.3
22.0,20.6
23.2,23.7
24.1,23.4
23.2,22.2
23.6,21.0
22.0,20.0
23.6,20.6
24.5,20.0
22.0,23.8
24.4,10.6
19.2,9.96
23.6,10.1
11.5,14.2
26.1,11.2
10.1,17.9
10.0,17.0
9.82,20.5
24.1,9.89
13.1,12.6
21.6,9.66
29.5,16.8
9.29,21.3
9.83,19.8
29.2,14.2
13.2,11.3
29.6,16.7
25.6,11.2
14.0,11.3
10.0,15.8
28.5,14.3
23.6,10.3
9.76,17.8
18.3,10.0
10.1,21.8
23.7,10.6
30.4,19.3
26.3,11.1
19.2,9.89
29.5,14.7
11.1,14.8
27.8,13.3
27.0,11.6
30.1,20.8
9.20,20.3
